model,system,batch,lin,lout,prefill_latency(ms),decode_latency(ms),e2e_latency(ms),comp_pct,comm_pct,queue_pct,decode_throughput(tok/s),total_energy(J)
MISTRAL-7B,H100,2,64,128,48.271,1046.2,1099.3,0.0,0.0,0.0,244.69508698145668,615.608
MISTRAL-7B,H100,2,64,256,47.17,2101.5,2198.2,0.0,0.0,0.0,243.6354984534856,1230.992
MISTRAL-7B,H100,2,64,512,46.252,4142.3,4288.4,0.0,0.0,0.0,247.205658692031,2401.504
MISTRAL-7B,H100,2,64,1024,45.624,8327.6,8384.7,0.0,0.0,0.0,245.9291992891109,4695.432
MISTRAL-7B,H100,2,64,2048,49.204,16626.0,16715.0,0.0,0.0,0.0,246.3611211355708,9360.4
MISTRAL-7B,H100,2,128,32,99.132,254.04,357.64,0.0,0.0,0.0,251.9288301054952,200.2784
MISTRAL-7B,H100,2,128,64,50.181,516.67,612.75,0.0,0.0,0.0,247.74033715911511,343.14
MISTRAL-7B,H100,2,128,128,79.918,1051.9,1136.5,0.0,0.0,0.0,243.3691415533796,636.44
MISTRAL-7B,H100,2,128,256,87.853,2106.0,2199.7,0.0,0.0,0.0,243.11490978157644,1231.832
MISTRAL-7B,H100,2,128,512,48.657,4167.5,4223.9,0.0,0.0,0.0,245.7108578284343,2365.384
MISTRAL-7B,H100,2,128,1024,47.605,8390.9,8450.1,0.0,0.0,0.0,244.07393724153548,4732.056
MISTRAL-7B,H100,2,128,2048,49.482,16971.0,17100.0,0.0,0.0,0.0,241.3528961169053,9576.0
MISTRAL-7B,H100,2,256,32,50.519,257.2,376.2,0.0,0.0,0.0,248.83359253499225,210.672
MISTRAL-7B,H100,2,256,64,47.532,524.43,591.75,0.0,0.0,0.0,244.0745190015827,331.38
MISTRAL-7B,H100,2,256,128,49.009,1039.8,1093.8,0.0,0.0,0.0,246.2011925370264,612.528
MISTRAL-7B,H100,2,256,256,40.913,2115.7,2203.6,0.0,0.0,0.0,242.0002835940824,1234.016
MISTRAL-7B,H100,4,128,128,44.805,1341.1,1478.3,0.0,0.0,0.0,381.77615390351207,827.848
MISTRAL-7B,H100,4,128,2048,42.952,17246.0,17336.0,0.0,0.0,0.0,475.0086976690247,9708.16
MISTRAL-7B,H100,4,2048,128,282.93,1093.4,1381.8,0.0,0.0,0.0,468.2641302359612,773.808
MISTRAL-7B,H100,4,2048,2048,215.59,17926.0,18238.0,0.0,0.0,0.0,456.989847149392,10213.28
MISTRAL-7B,H100,8,32,32,98.329,618.38,790.76,0.0,0.0,0.0,413.98492836120187,442.8256
MISTRAL-7B,H100,8,32,64,98.63,1248.4,1410.2,0.0,0.0,0.0,410.12495994873433,789.712
MISTRAL-7B,H100,8,32,128,97.462,2470.0,2640.2,0.0,0.0,0.0,414.5748987854251,1478.512
MISTRAL-7B,H100,8,32,256,71.108,3553.1,3674.0,0.0,0.0,0.0,576.398074920492,2057.44
MISTRAL-7B,H100,8,32,512,72.731,9808.5,9954.8,0.0,0.0,0.0,417.5969822093082,5574.688
MISTRAL-7B,H100,8,32,1024,56.955,20051.0,20139.0,0.0,0.0,0.0,408.55817664954367,11277.84
MISTRAL-7B,H100,8,32,2048,74.795,40034.0,40154.0,0.0,0.0,0.0,409.252135684668,22486.24
MISTRAL-7B,H100,8,64,32,49.792,429.94,484.19,0.0,0.0,0.0,595.4319207331256,271.1464
MISTRAL-7B,H100,8,64,64,49.336,558.16,611.84,0.0,0.0,0.0,917.2996990110364,342.6304
MISTRAL-7B,H100,8,64,128,50.735,1092.5,1199.5,0.0,0.0,0.0,937.299771167048,671.72
MISTRAL-7B,H100,8,64,256,49.553,2183.1,2238.6,0.0,0.0,0.0,938.1155237964364,1253.616
MISTRAL-7B,H100,8,64,512,51.304,4361.6,4478.6,0.0,0.0,0.0,939.1049156272928,2508.016
MISTRAL-7B,H100,8,64,1024,49.669,8769.7,8830.6,0.0,0.0,0.0,934.1254546905824,4945.136
MISTRAL-7B,H100,8,64,2048,50.767,18159.0,18262.0,0.0,0.0,0.0,902.2523266699708,10226.72
MISTRAL-7B,H100,8,128,32,47.75,291.26,343.48,0.0,0.0,0.0,878.9397788917119,192.3488
MISTRAL-7B,H100,8,128,64,61.609,554.88,703.28,0.0,0.0,0.0,922.722029988466,393.8368
MISTRAL-7B,H100,8,128,128,50.158,1103.6,1233.0,0.0,0.0,0.0,927.872417542588,690.48
MISTRAL-7B,H100,8,128,256,48.207,2220.7,2274.8,0.0,0.0,0.0,922.231728734183,1273.888
MISTRAL-7B,H100,8,128,512,48.059,4433.7,4489.5,0.0,0.0,0.0,923.8333671651216,2514.12
MISTRAL-7B,H100,8,128,1024,48.013,8816.0,8875.4,0.0,0.0,0.0,929.2196007259528,4970.224
MISTRAL-7B,H100,8,128,2048,61.861,17918.0,17999.0,0.0,0.0,0.0,914.387766491796,10079.44
MISTRAL-7B,H100,8,256,32,61.151,311.51,377.07,0.0,0.0,0.0,821.803473403743,211.1592
MISTRAL-7B,H100,8,256,64,40.455,608.51,724.2,0.0,0.0,0.0,841.3994839854727,405.552
MISTRAL-7B,H100,8,256,128,47.922,1139.0,1216.5,0.0,0.0,0.0,899.0342405618964,681.24
MISTRAL-7B,H100,8,256,256,62.568,2216.0,2284.7,0.0,0.0,0.0,924.1877256317688,1279.432
MISTRAL-7B,H100,8,256,512,60.769,4403.0,4531.9,0.0,0.0,0.0,930.2748126277538,2537.864
MISTRAL-7B,H100,8,256,1024,39.067,9012.6,9154.6,0.0,0.0,0.0,908.9496926525088,5126.576
MISTRAL-7B,H100,8,256,2048,60.755,18327.0,18407.0,0.0,0.0,0.0,893.981557265237,10307.92
MISTRAL-7B,H100,8,512,32,102.07,329.0,435.7,0.0,0.0,0.0,778.1155015197569,243.992
MISTRAL-7B,H100,8,512,64,85.297,621.69,711.78,0.0,0.0,0.0,823.5615821390081,398.5968
MISTRAL-7B,H100,8,512,128,102.44,1166.5,1274.3,0.0,0.0,0.0,877.8396913844834,713.608
MISTRAL-7B,H100,8,512,256,61.655,2298.3,2372.3,0.0,0.0,0.0,891.0934168733411,1328.488
MISTRAL-7B,H100,8,512,512,86.106,4485.2,4579.4,0.0,0.0,0.0,913.2257201462588,2564.464
MISTRAL-7B,H100,8,512,1024,117.68,8953.1,9096.1,0.0,0.0,0.0,914.9903385419576,5093.816
MISTRAL-7B,H100,8,512,2048,61.353,18131.0,18281.0,0.0,0.0,0.0,903.6456897027192,10237.36
MISTRAL-7B,H100,8,1024,32,182.92,385.7,573.37,0.0,0.0,0.0,663.7282862328235,321.0872
MISTRAL-7B,H100,8,1024,64,86.108,765.0,922.39,0.0,0.0,0.0,669.281045751634,516.5383999999999
MISTRAL-7B,H100,8,1024,128,51.537,1352.2,1458.7,0.0,0.0,0.0,757.2844253808607,816.872
MISTRAL-7B,H100,8,1024,256,150.54,2373.0,2529.7,0.0,0.0,0.0,863.0425621576064,1416.632
MISTRAL-7B,H100,8,1024,512,86.303,4695.2,4789.2,0.0,0.0,0.0,872.3803032884648,2681.952
MISTRAL-7B,H100,8,1024,1024,148.44,9359.1,9519.1,0.0,0.0,0.0,875.2978384673739,5330.696
MISTRAL-7B,H100,8,1024,2048,212.64,18784.0,19036.0,0.0,0.0,0.0,872.2316865417376,10660.16
MISTRAL-7B,H100,8,2048,32,285.15,563.05,867.46,0.0,0.0,0.0,454.66654826391976,485.7776
MISTRAL-7B,H100,8,2048,64,154.63,989.03,1163.4,0.0,0.0,0.0,517.6789379493039,651.504
MISTRAL-7B,H100,8,2048,128,350.68,1370.2,1733.8,0.0,0.0,0.0,747.3361553057947,970.928
MISTRAL-7B,H100,8,2048,256,284.67,2583.7,2874.8,0.0,0.0,0.0,792.6616867283354,1609.888
MISTRAL-7B,H100,8,2048,512,77.16,5175.6,5323.7,0.0,0.0,0.0,791.4058273436896,2981.272
MISTRAL-7B,H100,8,2048,1024,284.51,9642.5,9939.1,0.0,0.0,0.0,849.572206378014,5565.896
MISTRAL-7B,H100,8,2048,2048,348.73,19471.0,19840.0,0.0,0.0,0.0,841.4565250885933,11110.4
MISTRAL-7B,H100,16,32,32,49.992,291.1,423.84,0.0,0.0,0.0,1758.845757471659,237.3504
MISTRAL-7B,H100,16,32,64,50.861,564.25,716.11,0.0,0.0,0.0,1814.7984049623396,401.0216
MISTRAL-7B,H100,16,32,128,50.262,1114.9,1170.5,0.0,0.0,0.0,1836.9360480760604,655.48
MISTRAL-7B,H100,16,32,256,50.01,2223.1,2352.9,0.0,0.0,0.0,1842.4722234717287,1317.624
MISTRAL-7B,H100,16,32,512,49.576,4483.0,4540.6,0.0,0.0,0.0,1827.347758197636,2542.736
MISTRAL-7B,H100,16,32,1024,50.092,9131.0,9263.6,0.0,0.0,0.0,1794.327017851276,5187.616
MISTRAL-7B,H100,16,32,2048,49.942,18810.0,18954.0,0.0,0.0,0.0,1742.0520999468367,10614.24
MISTRAL-7B,H100,16,64,32,49.674,306.99,375.63,0.0,0.0,0.0,1667.8067689501286,210.3528
MISTRAL-7B,H100,16,64,64,50.713,578.51,634.27,0.0,0.0,0.0,1770.0644759814006,355.19120000000004
MISTRAL-7B,H100,16,64,128,50.514,1137.5,1196.9,0.0,0.0,0.0,1800.4395604395604,670.264
MISTRAL-7B,H100,16,64,256,50.452,2257.2,2314.3,0.0,0.0,0.0,1814.6376041112885,1296.008
MISTRAL-7B,H100,16,64,512,50.982,4487.2,4595.4,0.0,0.0,0.0,1825.637368514887,2573.424
MISTRAL-7B,H100,16,64,1024,50.538,9416.9,9479.5,0.0,0.0,0.0,1739.8506939651054,5308.52
MISTRAL-7B,H100,16,64,2048,50.637,19053.0,19123.0,0.0,0.0,0.0,1719.834146853514,10708.88
MISTRAL-7B,H100,16,128,32,48.873,332.97,386.75,0.0,0.0,0.0,1537.676066912935,216.58
MISTRAL-7B,H100,16,128,64,50.226,614.84,682.8,0.0,0.0,0.0,1665.47394444083,382.368
MISTRAL-7B,H100,16,128,128,38.8,1169.8,1260.7,0.0,0.0,0.0,1750.7266199350315,705.992
MISTRAL-7B,H100,16,128,256,49.909,2281.4,2346.0,0.0,0.0,0.0,1795.3887963531165,1313.76
MISTRAL-7B,H100,16,128,512,48.992,4540.3,4597.6,0.0,0.0,0.0,1804.286060392485,2574.656
MISTRAL-7B,H100,16,128,1024,62.051,9238.2,9365.3,0.0,0.0,0.0,1773.505661276006,5244.568
MISTRAL-7B,H100,16,128,2048,49.896,19234.0,19330.0,0.0,0.0,0.0,1703.6497868358117,10824.8
MISTRAL-7B,H100,16,256,32,62.476,385.32,452.77,0.0,0.0,0.0,1328.7657012353368,253.5512
MISTRAL-7B,H100,16,256,64,62.492,663.71,733.56,0.0,0.0,0.0,1542.8425065164,410.7936
MISTRAL-7B,H100,16,256,128,48.97,1240.3,1359.5,0.0,0.0,0.0,1651.213416109006,761.32
MISTRAL-7B,H100,16,256,256,40.327,2381.1,2514.2,0.0,0.0,0.0,1720.2133467725002,1407.952
MISTRAL-7B,H100,16,256,512,63.746,4620.6,4735.5,0.0,0.0,0.0,1772.9299225208847,2651.88
MISTRAL-7B,H100,16,256,1024,62.043,9381.3,9455.8,0.0,0.0,0.0,1746.453050216921,5295.248
MISTRAL-7B,H100,16,256,2048,48.762,19575.0,19643.0,0.0,0.0,0.0,1673.9719029374205,11000.08
MISTRAL-7B,H100,16,512,32,85.829,486.33,577.24,0.0,0.0,0.0,1052.7830896716223,323.25440000000003
MISTRAL-7B,H100,16,512,64,103.07,759.77,872.62,0.0,0.0,0.0,1347.7763007225872,488.6672
MISTRAL-7B,H100,16,512,128,62.044,1373.1,1447.1,0.0,0.0,0.0,1491.5155487582842,810.376
MISTRAL-7B,H100,16,512,256,62.308,2522.8,2591.7,0.0,0.0,0.0,1623.592833359759,1451.352
MISTRAL-7B,H100,16,512,512,118.87,4790.2,4947.8,0.0,0.0,0.0,1710.1582397394682,2770.768
MISTRAL-7B,H100,16,512,1024,62.008,9668.7,9820.1,0.0,0.0,0.0,1694.5401139760256,5499.256
MISTRAL-7B,H100,16,512,2048,62.046,19797.0,19908.0,0.0,0.0,0.0,1655.200282871142,11148.48
MISTRAL-7B,H100,16,1024,32,51.288,789.15,896.99,0.0,0.0,0.0,648.7993410631692,502.3144
MISTRAL-7B,H100,16,1024,64,87.117,1055.8,1148.0,0.0,0.0,0.0,969.8806592157606,642.88
MISTRAL-7B,H100,16,1024,128,88.256,1647.0,1810.3,0.0,0.0,0.0,1243.472981177899,1013.768
MISTRAL-7B,H100,16,1024,256,117.94,2815.4,2940.2,0.0,0.0,0.0,1454.8554379484265,1646.512
MISTRAL-7B,H100,16,1024,512,184.74,5086.3,5280.0,0.0,0.0,0.0,1610.6010262862983,2956.8
MISTRAL-7B,H100,16,1024,1024,153.25,10086.0,10308.0,0.0,0.0,0.0,1624.4299028356138,5772.48
MISTRAL-7B,H100,16,1024,2048,52.569,20724.0,20867.0,0.0,0.0,0.0,1581.161937849836,11685.52
MISTRAL-7B,H100,16,2048,32,286.57,1164.1,1456.0,0.0,0.0,0.0,439.82475732325406,815.36
MISTRAL-7B,H100,16,2048,64,351.98,1405.1,1762.7,0.0,0.0,0.0,728.7737527578108,987.112
MISTRAL-7B,H100,16,2048,128,156.74,2246.2,2433.2,0.0,0.0,0.0,911.7620870804026,1362.592
MISTRAL-7B,H100,16,2048,256,283.4,3361.4,3651.7,0.0,0.0,0.0,1218.5398940917476,2044.952
MISTRAL-7B,H100,16,2048,512,284.57,5909.4,6202.5,0.0,0.0,0.0,1386.265949165736,3473.4
MISTRAL-7B,H100,16,2048,1024,351.27,10961.0,11348.0,0.0,0.0,0.0,1494.7541282729678,6354.88
MISTRAL-7B,H100,16,2048,2048,415.17,22175.0,22635.0,0.0,0.0,0.0,1477.7001127395715,12675.6
LLAMA3-70B,DDR5-M16-R8-C8-8-A2,4,128,128,469.057,368.872,837.929,48.83,35.66,15.51,1388.02,512.35
LLAMA3-70B,DDR5-M16-R8-C8-8-A2,1,128,128,121.819,341.041,462.859,66.88,16.56,16.57,375.32,361.93
LLAMA3-70B,DDR5-M16-R8-C8-8-A2,8,128,128,937.639,698.086,1635.725,33.23,53.82,12.95,1466.87,689.59
LLAMA3-70B,DDR5-M16-R8-C8-8-A2,8,2048,2048,17085.944,13038.625,30124.569,31.67,48.3,20.03,1256.57,12215.94
LLAMA3-70B,DDR5-M16-R8-C8-8-A2,4,2048,128,8305.716,388.615,8694.331,33.65,56.75,9.61,1317.5,3329.78
LLAMA3-70B,DDR5-M16-R8-C8-8-A2,8,2048,128,16277.23,737.572,17014.802,29.6,57.69,12.71,1388.34,6322.01
LLAMA3-70B,DDR5-M16-R8-C8-8-A2,4,128,2048,459.612,6144.647,6604.259,71.99,7.95,20.06,1333.19,5723.71
LLAMA3-70B,DDR5-M16-R8-C8-8-A2,1,2048,128,2656.058,367.202,3023.26,44.43,48.75,6.82,348.58,1069.65
LLAMA3-70B,DDR5-M16-R8-C8-8-A2,1,2048,2048,2656.058,5952.372,8608.431,67.33,18.33,14.34,344.06,5976.37
LLAMA3-70B,DDR5-M16-R8-C8-8-A2,1,128,2048,121.819,5829.837,5951.655,78.4,3.03,18.57,351.3,5201.96
LLAMA3-70B,DDR5-M16-R8-C8-8-A2,4,2048,2048,8710.073,6838.912,15548.985,47.53,33.19,19.28,1197.85,8809.93
LLAMA3-70B,DDR5-M16-R8-C8-8-A2,8,128,2048,918.748,11650.095,12568.843,39.21,44.67,16.12,1406.34,6045.95
LLAMA2-7B,DDR5-M1-R4-C8-8-A2,4,128,2048,440.078,13799.848,14239.926,64.61,0.7,34.68,593.63,463.36
LLAMA2-7B,DDR5-M1-R4-C8-8-A2,4,2048,128,8034.596,982.321,9016.917,55.65,15.66,28.69,521.21,263.33
LLAMA2-7B,DDR5-M1-R4-C8-8-A2,4,128,128,440.078,722.499,1162.577,69.95,7.33,22.72,708.65,37.41
LLAMA2-7B,DDR5-M1-R4-C8-8-A2,4,2048,2048,8034.596,18140.476,26175.072,52.62,5.45,41.93,451.59,796.41
LLAMA2-7B,DDR5-M1-R4-C8-8-A2,8,128,128,880.203,763.688,1643.891,66.02,10.56,23.42,1340.86,51.29
LLAMA2-7B,DDR5-M1-R4-C8-8-A2,8,2048,2048,16065.506,25299.518,41365.024,43.82,6.87,49.31,647.6,1212.85
LLAMA2-7B,DDR5-M1-R4-C8-8-A2,1,128,2048,104.598,11710.506,11815.104,73.65,0.27,26.08,174.89,352.91
LLAMA2-7B,DDR5-M1-R4-C8-8-A2,8,2048,128,16065.506,1283.332,17348.838,53.97,15.93,30.09,797.92,503.08
LLAMA2-7B,DDR5-M1-R4-C8-8-A2,1,2048,128,2146.153,774.822,2920.975,59.56,13.74,26.7,165.2,80.58
LLAMA2-7B,DDR5-M1-R4-C8-8-A2,8,128,2048,880.203,16618.262,17498.466,54.18,1.43,44.39,985.9,546.79
LLAMA2-7B,DDR5-M1-R4-C8-8-A2,1,2048,2048,2146.153,13167.205,15313.358,66.54,2.72,30.74,155.54,436.43
LLAMA2-7B,DDR5-M1-R4-C8-8-A2,1,128,128,104.598,680.74,785.338,75.45,2.2,22.35,188.03,24.05
LLAMA2-7B,DDR5-M4-R8-C4-8-A2,4,2048,2048,3083.986,6927.545,10011.531,38.48,11.29,50.22,1182.53,1054.54
LLAMA2-7B,DDR5-M4-R8-C4-8-A2,8,2048,2048,6168.012,10838.722,17006.734,29.97,13.39,56.65,1511.62,1718.79
LLAMA2-7B,DDR5-M4-R8-C4-8-A2,1,2048,2048,867.446,4188.807,5056.254,52.85,6.33,40.82,488.92,511.92
LLAMA2-7B,DDR5-M8-R4-C8-8-A2,8,2048,2048,4266.778,5627.984,9894.762,28.16,22.91,48.93,2911.17,1822.04
LLAMA2-7B,DDR5-M8-R4-C8-8-A2,1,2048,2048,546.691,2302.073,2848.764,59.89,11.15,28.96,889.63,554.74
LLAMA2-7B,DDR5-M8-R4-C8-8-A2,8,128,2048,242.31,3383.707,3626.017,40.27,6.56,53.17,4842.03,737.18
LLAMA2-7B,DDR5-M8-R4-C8-8-A2,4,128,2048,121.061,2497.761,2618.822,53.87,4.13,42.0,3279.74,588.93
LLAMA2-7B,DDR5-M8-R4-C8-8-A2,4,2048,128,2133.37,187.14,2320.51,32.88,46.79,20.34,2735.92,323.47
LLAMA2-7B,DDR5-M8-R4-C8-8-A2,4,128,128,119.354,115.635,234.99,52.9,28.6,18.5,4427.73,43.25
LLAMA2-7B,DDR5-M8-R4-C8-8-A2,1,128,128,29.608,112.287,141.895,69.23,13.27,17.49,1139.94,27.68
LLAMA2-7B,DDR5-M8-R4-C8-8-A2,1,128,2048,30.08,1991.59,2021.67,72.22,2.95,24.83,1028.32,419.4
LLAMA2-7B,DDR5-M8-R4-C8-8-A2,4,2048,2048,2133.37,3619.305,5752.675,36.86,19.58,43.55,2263.42,1131.36
LLAMA2-7B,DDR5-M8-R4-C8-8-A2,8,128,128,238.897,131.007,369.904,44.85,36.75,18.4,7816.38,59.15
LLAMA2-7B,DDR5-M8-R4-C8-8-A2,8,2048,128,4266.778,274.353,4541.131,31.29,47.67,21.04,3732.42,619.59
LLAMA2-7B,DDR5-M8-R4-C8-8-A2,1,2048,128,546.691,131.688,678.379,40.47,40.8,18.73,971.99,97.72
MISTRAL-7B,DDR5-M8-R4-C8-8-A2,1,2048,128,561.788,112.405,674.192,47.47,40.77,11.76,1138.74,94.3
MISTRAL-7B,DDR5-M8-R4-C8-8-A2,4,2048,2048,2104.907,2416.007,4520.914,49.78,23.32,26.9,3390.72,851.4
MISTRAL-7B,DDR5-M8-R4-C8-8-A2,8,2048,128,4177.608,171.048,4348.656,34.11,45.9,20.0,5986.62,587.18
MISTRAL-7B,DDR5-M8-R4-C8-8-A2,8,2048,2048,4177.608,3140.315,7317.923,39.88,28.67,31.45,5217.31,1243.89
MISTRAL-7B,DDR5-M8-R4-C8-8-A2,8,128,128,241.279,136.712,377.991,44.71,32.91,22.38,7490.2,58.72
MISTRAL-7B,DDR5-M8-R4-C8-8-A2,4,128,2048,120.545,2103.279,2223.825,65.75,4.6,29.65,3894.87,515.14
MISTRAL-7B,DDR5-M8-R4-C8-8-A2,4,128,128,120.545,120.834,241.379,52.69,25.45,21.86,4237.22,43.59
MISTRAL-7B,DDR5-M8-R4-C8-8-A2,1,128,128,30.14,106.431,136.571,65.0,12.73,22.27,1202.66,28.23
MISTRAL-7B,DDR5-M8-R4-C8-8-A2,4,2048,128,2104.907,138.002,2242.909,36.69,45.18,18.13,3710.09,307.85
MISTRAL-7B,DDR5-M8-R4-C8-8-A2,1,128,2048,30.14,1774.19,1804.33,72.34,3.23,24.43,1154.33,408.21
MISTRAL-7B,DDR5-M8-R4-C8-8-A2,1,2048,2048,561.788,1875.67,2437.458,66.95,12.95,20.09,1091.88,492.28
MISTRAL-7B,DDR5-M8-R4-C8-8-A2,8,128,2048,241.279,2514.859,2756.138,54.88,8.22,36.91,6514.88,571.43
LLAMA2-7B,DDR5-M4-R2-C16-8-A2,1,2048,2048,783.299,3416.164,4199.463,66.43,9.02,24.55,599.5,457.34
LLAMA2-7B,DDR5-M4-R2-C16-8-A2,4,2048,2048,3018.358,5298.079,8316.436,47.68,15.23,37.09,1546.22,837.48
LLAMA2-7B,DDR5-M4-R2-C16-8-A2,8,2048,2048,6035.349,7578.598,13613.947,38.11,18.48,43.41,2161.88,1284.67
LLAMA2-7B,DDR5-M4-R8-C8-8-A2,4,2048,2048,2132.846,3598.726,5731.572,37.49,19.73,42.78,2276.36,1131.18
LLAMA2-7B,DDR5-M4-R8-C8-8-A2,1,2048,2048,578.746,2415.49,2994.236,58.2,10.77,31.03,847.86,554.92
LLAMA2-7B,DDR5-M4-R8-C8-8-A2,8,2048,2048,4265.727,5587.155,9852.883,28.56,23.04,48.39,2932.44,1821.69
LLAMA2-7B,DDR5-M2-R4-C8-8-A2,8,128,2048,521.016,8786.398,9307.414,53.2,2.77,44.03,1864.7,569.23
LLAMA2-7B,DDR5-M2-R4-C8-8-A2,4,2048,2048,4689.088,9516.086,14205.174,50.21,8.92,40.88,860.86,826.3
LLAMA2-7B,DDR5-M2-R4-C8-8-A2,1,2048,128,1236.573,393.575,1630.149,55.06,20.33,24.61,325.22,81.91
LLAMA2-7B,DDR5-M2-R4-C8-8-A2,4,128,128,257.955,380.111,638.066,66.65,11.71,21.65,1346.97,38.08
LLAMA2-7B,DDR5-M2-R4-C8-8-A2,4,2048,128,4689.088,519.932,5209.02,50.31,23.54,26.15,984.74,269.02
LLAMA2-7B,DDR5-M2-R4-C8-8-A2,1,2048,2048,1236.573,6748.162,7984.736,64.65,4.66,30.69,303.49,442.36
LLAMA2-7B,DDR5-M2-R4-C8-8-A2,4,128,2048,257.955,7249.152,7507.108,63.96,1.53,34.51,1130.06,477.61
LLAMA2-7B,DDR5-M2-R4-C8-8-A2,8,128,128,521.016,405.843,926.859,61.25,16.82,21.94,2523.14,52.23
LLAMA2-7B,DDR5-M2-R4-C8-8-A2,8,2048,128,9378.21,685.486,10063.696,48.61,24.08,27.31,1493.83,514.09
LLAMA2-7B,DDR5-M2-R4-C8-8-A2,1,128,128,62.139,344.154,406.293,73.57,4.63,21.8,371.93,24.13
LLAMA2-7B,DDR5-M2-R4-C8-8-A2,8,2048,2048,9378.21,13320.266,22698.476,41.46,11.12,47.42,1230.01,1266.57
LLAMA2-7B,DDR5-M2-R4-C8-8-A2,1,128,2048,62.14,5945.102,6007.242,72.79,0.98,26.23,344.49,355.05
LLAMA3-70B,DDR5-M16-R4-C8-8-A2,8,2048,2048,20242.248,16252.405,36494.652,37.52,39.71,22.77,1008.1,10294.42
LLAMA3-70B,DDR5-M16-R4-C8-8-A2,4,2048,128,10213.02,614.612,10827.632,37.05,44.6,18.35,833.05,2790.84
LLAMA3-70B,DDR5-M16-R4-C8-8-A2,4,2048,2048,10213.02,10052.858,20265.878,51.43,24.95,23.62,814.89,7394.89
LLAMA3-70B,DDR5-M16-R4-C8-8-A2,4,128,2048,587.968,9731.087,10319.055,67.35,5.09,27.56,841.84,4768.19
LLAMA3-70B,DDR5-M16-R4-C8-8-A2,1,2048,128,2759.778,528.348,3288.127,47.32,40.64,12.03,242.26,871.68
LLAMA3-70B,DDR5-M16-R4-C8-8-A2,8,2048,128,20242.248,990.156,21232.404,34.11,45.95,19.94,1034.18,5302.15
LLAMA3-70B,DDR5-M16-R4-C8-8-A2,8,128,128,1175.915,914.173,2090.087,39.33,42.1,18.58,1120.14,571.15
LLAMA3-70B,DDR5-M16-R4-C8-8-A2,8,128,2048,1175.915,15608.863,16784.778,42.86,33.45,23.69,1049.66,5041.68
LLAMA3-70B,DDR5-M16-R4-C8-8-A2,4,128,128,587.968,576.62,1164.588,53.03,25.62,21.35,887.93,425.01
LLAMA3-70B,DDR5-M16-R4-C8-8-A2,1,128,128,146.941,514.855,661.796,65.38,11.73,22.89,248.61,279.75
LLAMA3-70B,DDR5-M16-R4-C8-8-A2,1,2048,2048,2759.778,8551.396,11311.175,65.7,12.73,21.57,239.49,4646.31
LLAMA3-70B,DDR5-M16-R4-C8-8-A2,1,128,2048,146.941,8468.427,8615.368,72.41,2.1,25.48,241.84,3988.96
LLAMA2-7B,DDR5-M4-R8-C16-8-A2,1,2048,2048,451.419,1453.87,1905.289,60.63,17.19,22.18,1408.65,706.63
LLAMA2-7B,DDR5-M4-R8-C16-8-A2,4,2048,2048,1681.962,1979.709,3661.671,37.81,31.14,31.05,4137.98,1229.83
LLAMA2-7B,DDR5-M4-R8-C16-8-A2,8,2048,2048,3358.822,3006.715,6365.537,28.13,35.77,36.1,5449.14,1954.64
